-5.928934045256786689e+00,-2.422366623474234260e+00
-4.808384389128921299e+00,-1.343109217088342078e+00
-2.562408732332913885e+00,9.488096675897272902e-01
-4.084177709606702678e+00,-6.396144699846129100e-02
-1.658273601998922597e+00,1.935506715043182169e+00
-3.462540340568700525e+00,9.038787519049114039e-01
-5.848306127347036032e-02,3.911338095295994854e+00
-1.750791915144138233e+00,2.606044606980444378e+00
-1.991895164987178779e+00,2.237036634693734705e+00
-7.129778977002072970e+00,-2.874015952403618179e+00
-5.351569775929033490e+00,-1.825653633308964352e+00
-5.872053874281226271e+00,-1.656303595398079587e+00
-8.479582497459556834e+00,-3.613887867943535781e+00
-3.620687545669644791e+00,7.705370166712679492e-01
-1.505872808532088714e+00,1.922717413921972707e+00
-4.924159845417886316e+00,-1.092432405203613399e+00
-6.727707458803977580e+00,-2.565485031859941145e+00
-6.688599805336779447e+00,-3.871541529389959990e+00
-5.479096493757709574e+00,-1.073625271122218727e+00
-6.854689381676000171e-01,3.118388665538255999e+00
-5.157940075000982283e+00,-1.415828111655697441e+00
-1.092918570400508216e+00,3.525642699738631869e+00
-2.733602745964264891e+00,1.690377215232380159e+00
-7.714304490131992154e+00,-3.563654273517914639e+00
-4.353647709384945053e+00,-1.466340957027361114e-01
-2.692427453310098695e+00,1.372217491996933880e+00
-1.461166762000033259e+00,2.190958084441374076e+00
-4.907113282809222321e-01,3.232888145510152356e+00
-4.213229657022356633e+00,7.436385238589124924e-01
-8.304767240873978551e+00,-3.988934251205157544e+00
-7.536504330158225073e+00,-3.978283810230751172e+00
-1.496741611146874262e-01,3.664557154487503077e+00
-1.417359377627636086e+00,3.475677621635373526e+00
-9.986360284814919108e-01,3.916738440787510100e+00
-2.730476508986138917e+00,9.773094577395138316e-01
-2.167599642449909325e+00,1.789633175213395155e+00
-1.944425311206351203e+00,2.200555910177203423e+00
-1.097128528832391314e+00,2.460606247505183752e+00
-6.577556543288854307e+00,-1.728513832062497535e+00
-2.889812672892441370e+00,1.179811808894266179e+00
-6.665020213757435030e+00,-3.099731186051046805e+00
-7.859269016053137769e+00,-3.279324583617197142e+00
-6.676105465364389424e+00,-2.787836247970328252e+00
-5.468400219156779762e+00,-1.012967264914798271e+00
-6.540036615291362487e-01,3.478493531931985849e+00
-3.095381971581474989e+00,4.228227386561744794e-01
