-7.026965092005099667e-01,4.056760400482595230e+00
3.080155785544452129e+00,-7.787319198741567972e-01
4.384028458482313262e+00,4.504337389102667233e-01
7.297816409854583242e+00,5.379188418857271614e+00
-1.187193902866941375e+00,3.620935869456640255e+00
5.568324229422351834e+00,6.953835265735045290e+00
5.167641276423919905e+00,8.637331098448829125e-02
-8.082999946193460128e-02,2.284342345689228004e+00
7.035339688738247332e+00,4.031611473001719403e+00
3.931084411219815333e+00,7.018823533782185820e+00
6.477614969175558457e+00,5.821922830234652402e+00
7.550712948092382248e+00,4.116638056373815857e+00
3.986287781656061124e+00,3.486685224091451429e-01
3.675256113948182080e+00,6.992269879204466854e-01
5.018928898360213608e+00,6.404929951363711460e+00
1.612307847942010541e+00,4.981017468464670195e+00
1.836430268660845799e+00,6.631053746855593900e+00
5.942152639044458340e+00,3.929351030802282985e+00
-5.358894209666834607e-01,4.768417671173300398e+00
3.283621327880123175e+00,1.595185238007891915e+00
-1.328012786626832531e+00,3.258652613689665856e+00
1.530010733299713710e+00,5.585149398329394721e+00
2.521347111690212639e+00,-4.242893139472226349e-01
5.071559356180601164e+00,7.497326826779218578e+00
3.988086572053963774e+00,6.516444884850367103e+00
4.050848917955593542e+00,-5.425982568342018197e-01
3.116148634440228271e+00,2.212419784560792912e+00
7.216656987467539031e-01,3.666348789902103888e+00
4.202151641657380310e+00,2.771206074465480396e-01
2.223877519019749893e-02,4.164375177077105583e+00
-1.585735236504711487e+00,4.507420233375951213e+00
2.659094612716875972e+00,1.054923977880640074e+00
3.299061092219853997e+00,1.337987961429199790e-01
2.763065229015944535e+00,-7.229274726997532430e-02
-1.768960021265545413e+00,5.626562026966679397e+00
5.678270697131832634e+00,7.298039596994623679e+00
-3.582389150486305907e-01,4.712877532087222932e+00
9.179917144429800002e-02,3.220588119106968517e+00
4.997916854035121759e+00,-1.279432367934332682e+00
6.949986373020474062e+00,3.475427195675349967e+00
5.606697918789905088e+00,6.251463479402868950e-01
-2.715200822552655824e-01,3.942468327691724284e+00
-1.472105369902863892e+00,5.081943559235872598e+00
4.345789777074378080e+00,-9.262878882292450156e-01
6.521873133645573084e+00,4.692283516793663622e+00
3.283331205804491226e+00,2.597373871359460740e-01
5.302270005575683065e+00,1.215770372427720097e-01
-7.475431238889886087e-02,3.314984510951372698e+00
2.396215480696403777e+00,-3.377378406363601981e-01
2.963844058502777656e+00,5.334419669173838807e-01
6.706214291141703310e-01,3.852882784960119711e+00
-8.596870475890380225e-01,4.020643211234899539e+00
5.377812083010951483e+00,5.500569778393423981e+00
6.637269392316595962e+00,4.601056704684050480e+00
5.241956089920535966e+00,5.283161673961991767e+00
4.740664882496457011e+00,1.620366797660598657e+00
5.700439526731868156e+00,5.654089933878704954e+00
7.720912921697809850e+00,6.802222428474528293e+00
-4.601552805408715141e-01,4.552629561376916101e+00
